"Characters","Skill Name","Skill Level","Skill Description","SP Cost","Initial SP","Skill Duration","Charging Type",""
"Indra","Armor-crushing Fist","1","The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy Defense","4","","","Regen on attack",""
"","","2","The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy Defense","4","","","",""
"","","3","The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy Defense","4","","","",""
"","","4","The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy Defense","4","","","",""
"","","5","The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy Defense","4","","","",""
"","","6","The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy Defense","4","","","",""
"","","7","The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy Defense","4","","","",""
"","","8","The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy Defense","4","","","",""
"","","9","The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy Defense","4","","","",""
"","","10","The next attack deals +{{atk}:.0%} damage and ignores {{def_penetrate}:.0%} of enemy Defense","4","","","",""
"Indra","Soul Rend","1","Attack +{{atk}:.0%}, change damage type to magical damage, every attack recovers HP equal to {{heal_scale}:.0%} of the damage dealt","50","","25","Regen over time",""
"","","2","Attack +{{atk}:.0%}, change damage type to magical damage, every attack recovers HP equal to {{heal_scale}:.0%} of the damage dealt","50","","25","",""
"","","3","Attack +{{atk}:.0%}, change damage type to magical damage, every attack recovers HP equal to {{heal_scale}:.0%} of the damage dealt","50","","25","",""
"","","4","Attack +{{atk}:.0%}, change damage type to magical damage, every attack recovers HP equal to {{heal_scale}:.0%} of the damage dealt","50","5","25","",""
"","","5","Attack +{{atk}:.0%}, change damage type to magical damage, every attack recovers HP equal to {{heal_scale}:.0%} of the damage dealt","50","5","25","",""
"","","6","Attack +{{atk}:.0%}, change damage type to magical damage, every attack recovers HP equal to {{heal_scale}:.0%} of the damage dealt","50","5","25","",""
"","","7","Attack +{{atk}:.0%}, change damage type to magical damage, every attack recovers HP equal to {{heal_scale}:.0%} of the damage dealt","50","10","25","",""
"","","8","Attack +{{atk}:.0%}, change damage type to magical damage, every attack recovers HP equal to {{heal_scale}:.0%} of the damage dealt","50","15","25","",""
"","","9","Attack +{{atk}:.0%}, change damage type to magical damage, every attack recovers HP equal to {{heal_scale}:.0%} of the damage dealt","50","20","25","",""
"","","10","Attack +{{atk}:.0%}, change damage type to magical damage, every attack recovers HP equal to {{heal_scale}:.0%} of the damage dealt","50","25","25","",""
"Lappland","Sundial","1","Attack +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration","40","","-1","Regen on attack",""
"","","2","Attack +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration","40","","-1","",""
"","","3","Attack +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration","40","","-1","",""
"","","4","Attack +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration","37","","-1","",""
"","","5","Attack +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration","37","","-1","",""
"","","6","Attack +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration","37","","-1","",""
"","","7","Attack +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration","33","","-1","",""
"","","8","Attack +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration","32","","-1","",""
"","","9","Attack +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration","31","","-1","",""
"","","10","Attack +{{atk}:.0%}, {{prob}:.0%} chance to block physical damage. Infinite duration","30","","-1","",""
"Lappland","Wolf Spirit","1","Attack +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack. Automatic activation","30","","15","Regen on attack",""
"","","2","Attack +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack. Automatic activation","29","","15","",""
"","","3","Attack +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack. Automatic activation","28","","15","",""
"","","4","Attack +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack. Automatic activation","27","","15","",""
"","","5","Attack +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack. Automatic activation","26","","15","",""
"","","6","Attack +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack. Automatic activation","25","","15","",""
"","","7","Attack +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack. Automatic activation","24","","17","",""
"","","8","Attack +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack. Automatic activation","22","","17","",""
"","","9","Attack +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack. Automatic activation","20","","17","",""
"","","10","Attack +{{atk}:.0%}, change damage type to magical damage, attack an additional target, ranged attacks no longer reduce Attack. Automatic activation","17","","20","",""
"Specter","Fractured Body","1","Prevents the operator's HP from falling below 1 while the skill is active, Attack +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends","45","20","10","Regen over time",""
"","","2","Prevents the operator's HP from falling below 1 while the skill is active, Attack +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends","45","20","10","",""
"","","3","Prevents the operator's HP from falling below 1 while the skill is active, Attack +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends","45","20","10","",""
"","","4","Prevents the operator's HP from falling below 1 while the skill is active, Attack +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends","45","25","11","",""
"","","5","Prevents the operator's HP from falling below 1 while the skill is active, Attack +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends","45","25","11","",""
"","","6","Prevents the operator's HP from falling below 1 while the skill is active, Attack +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends","45","25","11","",""
"","","7","Prevents the operator's HP from falling below 1 while the skill is active, Attack +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends","43","30","12","",""
"","","8","Prevents the operator's HP from falling below 1 while the skill is active, Attack +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends","42","30","13","",""
"","","9","Prevents the operator's HP from falling below 1 while the skill is active, Attack +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends","41","30","14","",""
"","","10","Prevents the operator's HP from falling below 1 while the skill is active, Attack +{{atk}:.0%}. Operator is stunned for {{stun}:.0f} seconds after the skill ends","40","35","15","",""
"Savage","Powerful Strike·Type β","1","The next attack deals {{atk_scale}:.0%} damage","5","","","Regen on attack",""
"","","2","The next attack deals {{atk_scale}:.0%} damage","5","","","",""
"","","3","The next attack deals {{atk_scale}:.0%} damage","5","","","",""
"","","4","The next attack deals {{atk_scale}:.0%} damage","4","","","",""
"","","5","The next attack deals {{atk_scale}:.0%} damage","4","","","",""
"","","6","The next attack deals {{atk_scale}:.0%} damage","4","","","",""
"","","7","The next attack deals {{atk_scale}:.0%} damage","4","","","",""
"","","8","The next attack deals {{atk_scale}:.0%} damage","4","","","",""
"","","9","The next attack deals {{atk_scale}:.0%} damage","4","","","",""
"","","10","The next attack deals {{atk_scale}:.0%} damage","3","","","",""
"Savage","Millisecond Blasting","1","Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator","20","","","Regen on attack",""
"","","2","Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator","20","","","",""
"","","3","Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator","20","","","",""
"","","4","Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator","20","","","",""
"","","5","Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator","20","","","",""
"","","6","Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator","20","","","",""
"","","7","Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator","19","","","",""
"","","8","Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator","19","","","",""
"","","9","Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator","18","","","",""
"","","10","Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator","17","","","",""
"Astesia","Constellation Guardian","1","Attack +{{atk}:.0%}, Defense +{{def}:.0%}","40","","30","Regen over time",""
"","","2","Attack +{{atk}:.0%}, Defense +{{def}:.0%}","39","","30","",""
"","","3","Attack +{{atk}:.0%}, Defense +{{def}:.0%}","38","","30","",""
"","","4","Attack +{{atk}:.0%}, Defense +{{def}:.0%}","37","3","30","",""
"","","5","Attack +{{atk}:.0%}, Defense +{{def}:.0%}","36","3","30","",""
"","","6","Attack +{{atk}:.0%}, Defense +{{def}:.0%}","35","3","30","",""
"","","7","Attack +{{atk}:.0%}, Defense +{{def}:.0%}","34","6","30","",""
"","","8","Attack +{{atk}:.0%}, Defense +{{def}:.0%}","33","7","30","",""
"","","9","Attack +{{atk}:.0%}, Defense +{{def}:.0%}","32","8","30","",""
"","","10","Attack +{{atk}:.0%}, Defense +{{def}:.0%}","30","10","30","",""
"Astesia","Starlight Blade","1","Attack +{{atk}:.0%}, Defense +{{def}:.0%}, Block count +{{block_cnt}:.0f}, attack multiple enemies equal to Block count","30","","10","Regen over time",""
"","","2","Attack +{{atk}:.0%}, Defense +{{def}:.0%}, Block count +{{block_cnt}:.0f}, attack multiple enemies equal to Block count","30","1","10","",""
"","","3","Attack +{{atk}:.0%}, Defense +{{def}:.0%}, Block count +{{block_cnt}:.0f}, attack multiple enemies equal to Block count","30","2","10","",""
"","","4","Attack +{{atk}:.0%}, Defense +{{def}:.0%}, Block count +{{block_cnt}:.0f}, attack multiple enemies equal to Block count","27","3","11","",""
"","","5","Attack +{{atk}:.0%}, Defense +{{def}:.0%}, Block count +{{block_cnt}:.0f}, attack multiple enemies equal to Block count","27","4","11","",""
"","","6","Attack +{{atk}:.0%}, Defense +{{def}:.0%}, Block count +{{block_cnt}:.0f}, attack multiple enemies equal to Block count","27","5","11","",""
"","","7","Attack +{{atk}:.0%}, Defense +{{def}:.0%}, Block count +{{block_cnt}:.0f}, attack multiple enemies equal to Block count","24","6","12","",""
"","","8","Attack +{{atk}:.0%}, Defense +{{def}:.0%}, Block count +{{block_cnt}:.0f}, attack multiple enemies equal to Block count","23","7","13","",""
"","","9","Attack +{{atk}:.0%}, Defense +{{def}:.0%}, Block count +{{block_cnt}:.0f}, attack multiple enemies equal to Block count","22","8","14","",""
"","","10","Attack +{{atk}:.0%}, Defense +{{def}:.0%}, Block count +{{block_cnt}:.0f}, attack multiple enemies equal to Block count","20","10","15","",""
"Blue Poison","Double Shot·Auto","1","The next attack will attack an additional target, dealing {{atk_scale}:.0%} physical damage","4","","-1","Regen on attack",""
"","","2","The next attack will attack an additional target, dealing {{atk_scale}:.0%} physical damage","4","","-1","",""
"","","3","The next attack will attack an additional target, dealing {{atk_scale}:.0%} physical damage","4","","-1","",""
"","","4","The next attack will attack an additional target, dealing {{atk_scale}:.0%} physical damage","3","","-1","",""
"","","5","The next attack will attack an additional target, dealing {{atk_scale}:.0%} physical damage","3","","-1","",""
"","","6","The next attack will attack an additional target, dealing {{atk_scale}:.0%} physical damage","3","","-1","",""
"","","7","The next attack will attack an additional target, dealing {{atk_scale}:.0%} physical damage","3","","-1","",""
"","","8","The next attack will attack an additional target, dealing {{atk_scale}:.0%} physical damage","3","","-1","",""
"","","9","The next attack will attack an additional target, dealing {{atk_scale}:.0%} physical damage","3","","-1","",""
"","","10","The next attack will attack an additional target, dealing {{atk_scale}:.0%} physical damage","2","","-1","",""
"Blue Poison","Poison Spread","1","Attack +{{atk}:.0%}, every attack hits an additional 2 enemies","50","10","20","Regen over time",""
"","","2","Attack +{{atk}:.0%}, every attack hits an additional 2 enemies","50","10","21","",""
"","","3","Attack +{{atk}:.0%}, every attack hits an additional 2 enemies","50","10","22","",""
"","","4","Attack +{{atk}:.0%}, every attack hits an additional 2 enemies","50","15","23","",""
"","","5","Attack +{{atk}:.0%}, every attack hits an additional 2 enemies","50","15","24","",""
"","","6","Attack +{{atk}:.0%}, every attack hits an additional 2 enemies","50","15","25","",""
"","","7","Attack +{{atk}:.0%}, every attack hits an additional 2 enemies","50","20","26","",""
"","","8","Attack +{{atk}:.0%}, every attack hits the main target a second time as well as an additional 2 enemies","47","21","27","",""
"","","9","Attack +{{atk}:.0%}, every attack hits the main target a second time as well as an additional 2 enemies","44","22","28","",""
